y_test,y_pred
26.97316968394073,29.312212455286293
16.973169683940732,15.870556141862295
31.97316968394073,32.56390303352021
21.97316968394073,21.795256920166267
29.47316968394073,29.638088555427306
19.47316968394073,20.67856778723732
34.47316968394073,30.340073589929133
24.47316968394073,23.05683776510554
20.72316968394073,21.013361581634577
30.72316968394073,32.12204391256628
25.72316968394073,23.670436831817216
15.723169683940732,16.70192310678424
18.22316968394073,18.9641811572131
28.22316968394073,28.949134215172094
23.22316968394073,20.456299230528547
33.22316968394073,33.15397055774177
15.098169683940732,15.789629288136013
25.09816968394073,27.903615605419972
30.09816968394073,32.752754841813214
20.09816968394073,19.14560946853552
32.59816968394073,25.141934941725534
22.59816968394073,23.006330834124338
27.59816968394073,28.896587474331206
17.598169683940732,18.09346126166036
23.84816968394073,18.68352809762891
33.84816968394073,33.20993791604454
18.84816968394073,18.86422341949521
28.84816968394073,31.697284437656666
26.34816968394073,29.964977075746674
16.348169683940732,17.366354304024547
21.34816968394073,21.309783894193913
31.34816968394073,30.47548289608816
18.53566968394073,19.120153054438465
28.53566968394073,28.517465024164192
23.53566968394073,24.21147407189147
33.53566968394073,32.83918909612901
21.03566968394073,22.34942602767967
31.03566968394073,27.635372435866977
26.03566968394073,28.295278025437156
16.035669683940732,16.648872564739712
29.78566968394073,26.575371950395734
19.78566968394073,18.634716505875666
34.78566968394073,34.21973653868146
24.78566968394073,23.82407038943962
27.28566968394073,28.270911804108636
17.285669683940732,17.96327682823007
32.28566968394073,32.30047144076319
22.28566968394073,32.036986852524365
26.66066968394073,29.62206877835636
16.660669683940732,16.514843549993117
21.66066968394073,27.222338383369685
31.66066968394073,32.370238960178234
24.16066968394073,24.04894673680494
34.16066968394073,32.454971853052236
19.16066968394073,19.56257516635494
29.16066968394073,30.435693957175246
32.91066968394073,28.545765299700378
22.91066968394073,22.14033114978043
27.91066968394073,27.15718353563059
17.910669683940732,18.08599509300313
15.410669683940732,17.588543711637122
25.41066968394073,25.22051673462805
30.41066968394073,29.792104437597004
20.41066968394073,22.417814804251556
23.06691968394073,24.120214991909247
33.06691968394073,30.368914488205014
18.06691968394073,17.169206293943738
28.06691968394073,27.06590879789238
25.56691968394073,26.24449586419714
15.566919683940732,16.922440059581447
20.56691968394073,21.34220680526262
30.56691968394073,29.838533297428114
16.816919683940732,16.963684309484933
26.81691968394073,27.853109190628526
31.81691968394073,29.626790194007963
21.81691968394073,22.888725600965817
34.31691968394073,32.81830956455137
24.31691968394073,24.547734963612097
29.31691968394073,26.24460925388061
19.31691968394073,19.75727196333908
19.94191968394073,18.846805112307056
29.94191968394073,31.50123350287449
24.94191968394073,25.286480107591153
34.94191968394073,34.07194865800321
17.441919683940732,18.186778734333547
27.44191968394073,28.21504837201045
22.44191968394073,23.728375346741874
32.44191968394073,31.92216284978102
28.69191968394073,29.373180659962895
18.69191968394073,17.19458080593255
33.69191968394073,33.06775654438931
23.69191968394073,23.561195765431293
31.19191968394073,32.69523822598396
21.19191968394073,21.292353198451572
16.191919683940732,15.97583889312194
26.19191968394073,29.099340616929023
34.00441968394073,32.16708181306329
24.00441968394073,24.21682128159281
29.00441968394073,25.54877474939075
19.00441968394073,19.787693778779932
16.504419683940732,16.899814430116322
26.50441968394073,27.524361698927965
31.50441968394073,32.51672397790773
21.50441968394073,23.792632024302346
25.25441968394073,25.101208559196593
15.254419683940732,16.417731738473385
20.25441968394073,17.86726690978005
30.25441968394073,26.801984588043137
22.75441968394073,27.107044475883466
32.75441968394073,32.57435690849575
17.754419683940732,17.414682053911456
27.75441968394073,28.683255882962964
30.87941968394073,32.48999773700642
20.87941968394073,20.21771081843628
15.879419683940732,16.527561089119985
25.87941968394073,26.657900540940556
28.37941968394073,27.29469252966121
18.37941968394073,20.836530456295375
33.37941968394073,30.768281900674047
23.37941968394073,25.46196298829872
17.129419683940732,17.840259861650477
27.12941968394073,28.49710925312749
22.12941968394073,18.979157542720223
32.12941968394073,32.85697493042474
19.62941968394073,20.950812803919504
29.62941968394073,29.516184493965593
24.62941968394073,24.22878234462958
34.62941968394073,33.5186593099004
25.80129468394073,22.455568579012603
15.801294683940732,15.788907998981074
20.80129468394073,27.50060974341126
30.80129468394073,31.55496335064032
23.30129468394073,22.967717431353254
33.30129468394073,33.65787775234569
18.30129468394073,19.263974533017564
28.30129468394073,29.744788419635444
32.05129468394073,32.65085898361793
22.05129468394073,23.749694241835055
27.05129468394073,26.054484865771315
17.051294683940732,21.68840529616933
34.55129468394073,29.083651201303088
24.55129468394073,26.48784165316081
29.55129468394073,26.738473632619474
19.55129468394073,19.064206343726017
18.92629468394073,18.6465221097637
28.92629468394073,28.982495903347036
23.92629468394073,24.48787075978005
33.92629468394073,32.52289829566436
21.42629468394073,21.02414375329609
31.42629468394073,29.58328744185073
26.42629468394073,28.741514435537475
16.426294683940732,18.57611933282002
30.17629468394073,28.488129271973808
20.17629468394073,22.44943469612033
15.176294683940732,15.61231466505698
25.17629468394073,27.373034821270046
