y_test,y_pred
46.95981825434215,43.21247330849509
31.95981825434215,31.307774801021928
39.45981825434215,42.35566990990976
54.45981825434215,48.140261440710724
35.70981825434215,38.14127692479994
50.70981825434215,50.700958225209405
28.20981825434215,30.85836299447014
43.20981825434215,41.21713203106664
26.33481825434215,32.445039625500044
41.33481825434215,37.599024676717185
33.83481825434215,36.526286996883094
48.83481825434215,47.75530735120556
45.08481825434215,44.901995697936556
30.08481825434215,28.99537846291917
52.58481825434215,49.940056534819654
37.58481825434215,36.032774986937746
42.27231825434215,44.74724390618413
27.27231825434215,45.47342818454072
49.77231825434215,47.76212106336693
34.77231825434215,36.48792450693876
31.02231825434215,35.995027537754034
46.02231825434215,47.36191767956848
38.52231825434215,43.69086868505818
53.52231825434215,49.59749405876455
32.89731825434215,38.118391110982756
47.89731825434215,48.46829986986547
25.39731825434215,28.247375336127035
40.39731825434215,37.56193949970795
51.64731825434215,44.05524097621831
36.64731825434215,33.27375272141463
44.14731825434215,46.11398887816394
29.14731825434215,37.46868636401994
35.24106825434215,32.27336763140384
50.24106825434215,47.184810201452635
27.74106825434215,32.07648025659772
42.74106825434215,48.14887768945297
53.99106825434215,51.02438242913608
38.99106825434215,42.403322793148064
46.49106825434215,44.899734268165425
31.49106825434215,31.998206189572958
40.86606825434215,37.925091129820075
25.86606825434215,29.0439302915915
48.36606825434215,47.1011806599071
33.36606825434215,43.93347322942041
29.61606825434215,30.657689879891926
44.61606825434215,41.17565678447373
37.11606825434215,40.06944364650499
52.11606825434215,46.541982399964816
54.92856825434215,51.675257121448425
39.92856825434215,37.13331312858056
32.42856825434215,42.88777075925269
47.42856825434215,42.33767551551994
43.67856825434215,43.75209814787319
28.67856825434215,37.22315347199926
51.17856825434215,49.558666223251016
36.17856825434215,39.26285104774143
49.30356825434215,43.11726510198805
34.30356825434215,35.73257083005738
41.80356825434215,45.216768552179545
26.80356825434215,30.81063397316033
38.05356825434215,42.602088584511414
53.05356825434215,47.75208580744805
30.55356825434215,33.09650329096209
45.55356825434215,43.72760956312714
30.31919325434215,33.05575367890486
45.31919325434215,40.28208398830452
37.81919325434215,47.46224391305128
52.81919325434215,49.81535631084079
41.56919325434215,38.929553865226225
26.56919325434215,28.545006542381007
49.06919325434215,50.455175238980985
34.06919325434215,33.7471400195391
50.94419325434215,49.757210568969114
35.94419325434215,32.76910855113047
43.44419325434215,42.789790094562406
28.44419325434215,29.80021620818223
32.19419325434215,34.618862608711126
47.19419325434215,39.65662124842653
54.69419325434215,49.14313095470884
39.69419325434215,37.07765877926547
36.88169325434215,40.6781653343405
51.88169325434215,51.62116760307403
29.38169325434215,39.898086544632044
44.38169325434215,43.153663745878
48.13169325434215,47.96651849106972
33.13169325434215,34.464553708249184
40.63169325434215,34.61801502421347
25.63169325434215,27.895144615467196
46.25669325434215,43.734289840092025
