y_test,y_pred
26.97316968394073,29.151955494817944
16.973169683940732,24.67244505410527
31.97316968394073,27.29139424917194
21.97316968394073,24.685144074924576
29.47316968394073,29.728604150095002
19.47316968394073,19.85376744428796
34.47316968394073,28.51061965972238
24.47316968394073,24.61853675523858
20.72316968394073,19.47737047604228
30.72316968394073,29.35515428124002
25.72316968394073,28.728462749574042
15.723169683940732,19.689278071931927
18.22316968394073,20.820964237958307
28.22316968394073,29.071850415186123
23.22316968394073,21.00786312833419
33.22316968394073,30.61372677227067
15.098169683940732,19.59259848330275
25.09816968394073,23.2151435282893
30.09816968394073,26.563050328813123
20.09816968394073,24.553861232705444
32.59816968394073,22.243648938695276
22.59816968394073,28.846594496285547
27.59816968394073,25.482139555457827
17.598169683940732,20.924438948559533
23.84816968394073,22.63775586134228
33.84816968394073,30.518677310896713
18.84816968394073,22.730681201862776
28.84816968394073,27.45865969004557
26.34816968394073,26.673045032245476
16.348169683940732,19.729268324850395
21.34816968394073,23.662863983943375
31.34816968394073,28.435238060501195
18.53566968394073,19.344802278310343
28.53566968394073,27.72279502150577
23.53566968394073,28.10379846715031
33.53566968394073,30.214148410253937
21.03566968394073,22.137822639620637
31.03566968394073,23.556603655314028
26.03566968394073,21.999714521344433
16.035669683940732,19.08112153796354
29.78566968394073,24.898620554305467
19.78566968394073,21.48353784032345
34.78566968394073,30.280138797147703
24.78566968394073,27.93036524692364
27.28566968394073,27.111897519923314
17.285669683940732,20.180755761293845
32.28566968394073,28.519806460905702
22.28566968394073,27.16965209923093
26.66066968394073,24.676179493432
16.660669683940732,19.354220676631677
21.66066968394073,26.36477177713104
31.66066968394073,27.633096555224714
24.16066968394073,21.61312831140573
34.16066968394073,27.319558938865065
19.16066968394073,17.481202395623257
29.16066968394073,28.034516510234127
32.91066968394073,24.486098680341428
22.91066968394073,25.190905573693954
27.91066968394073,27.211486181964357
17.910669683940732,19.46380535333306
15.410669683940732,27.88175101172114
25.41066968394073,25.414996258739954
30.41066968394073,26.075034121935577
20.41066968394073,21.487591650554926
23.06691968394073,24.558477603741327
33.06691968394073,24.4153680368699
18.06691968394073,19.235154970585008
28.06691968394073,27.885759397253928
25.56691968394073,26.279656817804618
15.566919683940732,22.61108485274506
20.56691968394073,21.99457430373598
30.56691968394073,29.39371744154134
16.816919683940732,20.49728572967962
26.81691968394073,26.11718910263512
31.81691968394073,26.624316891169748
21.81691968394073,24.67930803352257
34.31691968394073,28.012095980166112
24.31691968394073,24.480408677625075
29.31691968394073,27.01731830741874
19.31691968394073,20.258595800268314
19.94191968394073,22.299466774031522
29.94191968394073,30.110520907484393
24.94191968394073,23.268339807908788
34.94191968394073,29.406579857926904
17.441919683940732,18.924793125678768
27.44191968394073,28.69970753879796
22.44191968394073,20.96397529861762
32.44191968394073,30.12677950834996
28.69191968394073,27.904581224393617
18.69191968394073,20.371668543226598
33.69191968394073,29.603345887586922
23.69191968394073,22.788436813549907
